-2.0377,-1.065,-1.035,0.44802,-1.2339,-1.5428,-1.844
-2.0342,-1.133,-1.0069,0.45825,-1.2208,-1.54,-1.8359
-2.0281,-1.2359,-0.9667,0.47575,-1.2089,-1.5371,-1.8278
-2.0106,-1.5535,-0.88557,0.5054,-1.2091,-1.5342,-1.8197
-1.9874,-1.9304,-0.78391,0.54018,-1.5005,-1.5313,-1.8116
-1.9611,-2.3616,-0.6715,0.57255,-1.5002,-1.5283,-1.8035
-1.932,-2.7737,-0.55166,0.60115,-1.4837,-1.5253,-1.7954
-1.9024,-2.9055,-0.43042,0.63003,-1.1222,-1.5223,-1.7873
-1.8715,-2.9093,-0.30521,0.65142,-1.2756,-1.5192,-1.7792
-1.8384,-2.876,-0.20342,0.649,-1.2401,-1.5162,-1.7711
-1.8039,-2.7911,-0.11252,0.63255,-1.2803,-1.513,-1.763
-1.7694,-2.6514,0.038683,0.59756,-1.3463,-1.5099,-1.7549
-1.7342,-2.4633,0.19462,0.55465,-1.4006,-1.5067,-1.7468
-1.6987,-2.3426,0.2646,0.50795,-1.4383,-1.5034,-1.7387
-1.6627,-2.235,0.30091,0.46155,-1.4554,-1.5002,-1.7306
-1.6244,-1.8813,0.32408,0.43919,-1.1388,-1.4969,-1.7225
-1.5856,-1.4946,0.32528,0.4258,-1.1566,-1.4936,-1.7145
-1.5458,-1.3522,0.35793,0.41,-1.1578,-1.4902,-1.7064
-1.5063,-1.3209,0.3989,0.39375,-1.3423,-1.4868,-1.6983
-1.4703,-1.4142,0.30188,0.38024,-1.3583,-1.4834,-1.6902
-1.436,-1.5294,0.17615,0.36456,-1.3485,-1.48,-1.6821
-1.4018,-1.7962,0.23381,0.33548,-1.3916,-1.4765,-1.674
-1.3682,-2.0439,0.34399,0.29974,-1.3969,-1.4729,-1.6659
-1.3348,-1.7234,0.40829,0.25786,-1.3995,-1.4694,-1.6578
-1.3015,-1.1761,0.49302,0.21269,-1.3889,-1.4658,-1.6497
-1.2688,-0.74958,0.47212,0.16745,-1.364,-1.4622,-1.6416
-1.2361,-0.38283,0.41065,0.12398,-1.3284,-1.4585,-1.6336
-1.2015,0.33746,0.7795,0.081408,-1.2933,-1.4549,-1.6255
-1.1662,1.1033,1.2545,0.043918,-1.2525,-1.4511,-1.6174
-1.1311,0.8239,1.1095,0.019638,-1.2018,-1.4474,-1.6093
-1.096,0.24616,0.79998,0.0049554,-1.1503,-1.4436,-1.6012
-1.0608,0.38583,0.87301,0.002417,-1.0724,-1.4398,-1.5932
-1.0258,0.65917,1.0396,0.0088366,-1.0016,-1.436,-1.5851
-0.99069,0.90375,1.126,0.021543,-0.97481,-1.4321,-1.577
-0.95617,1.0875,1.198,0.040833,-0.69991,-1.4282,-1.5689
-0.92444,0.79168,1.2573,0.063081,-0.6828,-1.4242,-1.5609
-0.89411,0.34585,1.3027,0.090342,-0.67115,-1.4203,-1.5528
