2.2504,2.1309,-1.6485,-2.4858,-1.9033,0.25247,-1.844
2.2491,1.521,-1.6381,-2.4012,-1.9011,0.25176,-1.8359
2.247,1.5434,-1.6214,-2.3036,-1.8969,0.2511,-1.8278
2.2415,1.6312,-1.6097,-2.2148,-1.8909,0.25048,-1.8197
2.2342,1.9281,-1.5982,-2.1258,-1.8834,0.24988,-1.8116
2.2263,1.717,-1.5827,-2.024,-1.875,0.24932,-1.8035
2.2176,1.4127,-1.5661,-1.9214,-1.8658,0.24878,-1.7954
2.2083,1.4136,-1.5541,-1.8248,-1.856,0.24826,-1.7873
2.1986,1.4818,-1.5428,-1.7338,-1.8451,0.24775,-1.7792
2.1881,1.4947,-1.5304,-1.667,-1.8348,0.24725,-1.7711
2.1775,1.5501,-1.5169,-1.6108,-1.8239,0.24676,-1.763
2.1683,1.2966,-1.4984,-1.5492,-1.8081,0.24626,-1.7549
2.1596,1.3556,-1.4775,-1.4899,-1.7906,0.24576,-1.7468
2.151,1.3682,-1.4566,-1.4316,-1.7742,0.24524,-1.7387
2.1424,1.4052,-1.4351,-1.3764,-1.7582,0.2447,-1.7306
2.1331,1.1829,-1.4117,-1.3316,-1.7418,0.24414,-1.7225
2.1235,0.91345,-1.3876,-1.2935,-1.7262,0.24354,-1.7145
2.1138,0.6301,-1.3661,-1.2544,-1.7135,0.2429,-1.7064
2.104,0.38525,-1.345,-1.2195,-1.7027,0.24221,-1.6983
2.0945,0.49732,-1.3233,-1.1965,-1.6936,0.24147,-1.6902
2.0851,0.87666,-1.3017,-1.1806,-1.6862,0.24066,-1.6821
2.0753,0.92331,-1.2769,-1.1702,-1.6801,0.23978,-1.674
2.0654,0.70624,-1.2518,-1.1653,-1.6754,0.23882,-1.6659
2.0559,0.78247,-1.2314,-1.163,-1.6726,0.23778,-1.6578
2.0461,0.90229,-1.2131,-1.1643,-1.6708,0.23664,-1.6497
2.0364,0.98332,-1.1948,-1.1724,-1.6693,0.2354,-1.6416
2.0264,1.0599,-1.1774,-1.1843,-1.6682,0.23404,-1.6336
2.0144,1.1309,-1.1621,-1.1948,-1.6647,0.23256,-1.6255
2.0015,1.1924,-1.147,-1.206,-1.6604,0.23095,-1.6174
1.9884,1.2796,-1.1344,-1.2203,-1.6619,0.2292,-1.6093
1.9749,1.3356,-1.1211,-1.2361,-1.6645,0.2273,-1.6012
1.961,1.3832,-1.0991,-1.2489,-1.6613,0.22525,-1.5932
1.947,1.1579,-1.074,-1.2627,-1.6559,0.22303,-1.5851
1.9326,1.1958,-1.0462,-1.277,-1.6507,0.22063,-1.577
1.9181,1.2614,-1.0178,-1.2939,-1.645,0.21805,-1.5689
1.9051,1.3164,-0.99559,-1.3226,-1.6379,0.21527,-1.5609
1.8927,1.3496,-0.976,-1.358,-1.6304,0.2123,-1.5528
1.8804,1.3716,-0.9582,-1.3919,-1.6243,0.2091,-1.5447
1.8683,1.4263,-0.94189,-1.4287,-1.6188,0.20569,-1.5367
1.8559,1.1628,-0.92528,-1.4766,-1.6125,0.20204,-1.5286
1.8434,1.1959,-0.90949,-1.5269,-1.6066,0.19816,-1.5206
1.8309,1.1708,-0.89414,-1.5818,-1.6011,0.19402,-1.5125
1.8185,1.2216,-0.88019,-1.6331,-1.5961,0.18963,-1.5044
1.8058,1.2351,-0.86848,-1.6662,-1.594,0.18497,-1.4964
1.793,1.528,-0.85948,-1.6882,-1.5933,0.18003,-1.4883
1.78,1.4796,-0.85316,-1.6893,-1.5906,0.17481,-1.4803
1.767,1.1748,-0.84996,-1.6803,-1.5869,0.1693,-1.4723
1.754,1.1117,-0.85346,-1.6754,-1.5874,0.16349,-1.4642
1.7409,1.1168,-0.85938,-1.6701,-1.5887,0.15736,-1.4562
1.7277,1.1038,-0.87036,-1.6639,-1.579,0.15092,-1.4481
1.7144,1.347,-0.87631,-1.6592,-1.5665,0.14415,-1.4401
1.7004,1.3768,-0.88278,-1.6554,-1.5622,0.13705,-1.4321
1.6861,1.36,-0.88924,-1.6545,-1.5605,0.12961,-1.424
1.6715,1.6048,-0.88947,-1.664,-1.557,0.12183,-1.416
1.6568,1.9377,-0.89657,-1.6788,-1.5542,0.11369,-1.408
1.6422,1.6031,-0.9014,-1.6968,-1.5527,0.10519,-1.4
1.6277,1.5792,-0.90674,-1.717,-1.552,0.096321,-1.392
1.6131,1.519,-0.91085,-1.7393,-1.556,0.087082,-1.384
1.5983,1.5168,-0.91442,-1.7617,-1.5614,0.077466,-1.3759
1.5828,1.4783,-0.91773,-1.7784,-1.5613,0.067466,-1.3679
1.5668,1.4399,-0.92072,-1.7914,-1.5596,0.057078,-1.3599
1.5509,1.4263,-0.92265,-1.8036,-1.5599,0.046298,-1.3519
1.5349,1.4182,-0.9242,-1.8131,-1.5603,0.035121,-1.3439
1.5189,1.3808,-0.92644,-1.8147,-1.5599,0.023543,-1.336
1.5029,1.3437,-0.92843,-1.8123,-1.5584,0.011562,-1.328
1.4869,1.2891,-0.93135,-1.8078,-1.5565,-0.00082577,-1.32
1.4711,1.2648,-0.93388,-1.8015,-1.5532,-0.013623,-1.312
1.4564,1.2797,-0.93245,-1.7958,-1.5463,-0.026832,-1.304
1.4421,1.5561,-0.92928,-1.7902,-1.5374,-0.040453,-1.296
1.4283,1.5549,-0.92628,-1.7841,-1.5266,-0.05449,-1.2881
1.4148,1.848,-0.92285,-1.7784,-1.5143,-0.068941,-1.2801
1.4013,2.1241,-0.91832,-1.7742,-1.502,-0.083808,-1.2721
1.3881,2.1026,-0.91334,-1.7715,-1.4885,-0.09909,-1.2642
1.375,2.122,-0.90934,-1.7708,-1.4736,-0.11479,-1.2562
1.3624,2.0822,-0.90551,-1.7692,-1.4568,-0.1309,-1.2483
1.3506,2.0861,-0.90118,-1.7761,-1.4376,-0.14742,-1.2403
1.3393,2.0554,-0.89683,-1.7833,-1.4161,-0.16435,-1.2324
1.3285,2.0171,-0.89178,-1.7641,-1.3897,-0.1817,-1.2245
1.318,1.7193,-0.88649,-1.7369,-1.3609,-0.19944,-1.2165
1.3074,1.666,-0.88355,-1.7198,-1.3316,-0.21759,-1.2086
1.2969,1.6791,-0.88131,-1.7055,-1.3016,-0.23613,-1.2007
1.2866,1.6973,-0.87608,-1.6927,-1.2728,-0.25507,-1.1927
1.2766,1.9741,-0.87064,-1.6816,-1.2442,-0.27439,-1.1848
1.2674,1.9933,-0.86669,-1.675,-1.2153,-0.29409,-1.1769
1.2586,2.313,-0.86387,-1.6705,-1.1864,-0.31417,-1.169
1.2498,2.6294,-0.86495,-1.6639,-1.1583,-0.33463,-1.1611
1.2411,2.3081,-0.86791,-1.6564,-1.1304,-0.35544,-1.1532
1.2329,2.0213,-0.87007,-1.6527,-1.1016,-0.37661,-1.1453
1.2248,2.0404,-0.87265,-1.6473,-1.0731,-0.39812,-1.1374
1.217,2.0355,-0.87645,-1.6359,-1.0444,-0.41998,-1.1295
1.2089,1.7451,-0.88095,-1.6225,-1.0165,-0.44216,-1.1217
1.199,1.7337,-0.88576,-1.5877,-0.99266,-0.46466,-1.1138
1.1882,1.7564,-0.89099,-1.5474,-0.97046,-0.48748,-1.1059
